res,cc_obs,bc_obs,ratio
1.0,3262.1,5332,1.6345299040495387
1.5,3631.4,5332,1.4683042352811588
2.0,3786.1,5332,1.4083093420670347
2.5,3860.4,5332,1.3812040203087763
3.0,3920.4,5332,1.3600652994592388
3.5,3978.1,5332,1.3403383524798271
4.0,4031.6,5332,1.3225518404603631
4.5,4063.4,5332,1.3122016045676035
5.0,4099.8,5332,1.3005512464022635
5.5,4130.3,5332,1.2909473888095295
6.0,4151.6,5332,1.2843241160034684
6.5,4173.6,5332,1.2775541498945753
7.0,4198.3,5332,1.270037872472191
7.5,4221.5,5332,1.263058154684354
8.0,4252.4,5332,1.2538801617909887
8.5,4281.3,5332,1.2454161119286198
9.0,4285.2,5332,1.2442826472510036
9.5,4319.1,5332,1.2345164501863812
10.0,4342.8,5332,1.2277793128856958
