res,cc_obs,bc_obs,ratio
1.0,252.2,409,1.6217287866772403
1.5,272.2,409,1.502571638501102
2.0,282.3,409,1.4488133191640098
2.5,285.3,409,1.4335786890991937
3.0,290.4,409,1.4084022038567494
3.5,292.2,409,1.3997262149212868
4.0,292.8,409,1.3968579234972678
4.5,293.2,409,1.3949522510231924
5.0,293.1,409,1.3954281815080176
5.5,295.2,409,1.3855013550135502
6.0,297.8,409,1.3734049697783748
6.5,299.2,409,1.3669786096256684
7.0,300.6,409,1.360612109115103
7.5,301.4,409,1.3570006635700067
8.0,301.9,409,1.3547532295462075
8.5,301.6,409,1.356100795755968
9.0,301.6,409,1.356100795755968
9.5,304.8,409,1.3418635170603674
10.0,308.7,409,1.3249109167476514
