res,cc_obs,bc_obs,ratio
1.0,4571.4,9805,2.1448571553572213
1.5,4850.4,9805,2.0214827643080984
2.0,4941.6,9805,1.9841751659381575
2.5,5018.5,9805,1.953771047125635
3.0,5072.4,9805,1.9330100149830456
3.5,5114.3,9805,1.9171734157167157
4.0,5151.0,9805,1.9035138807998446
4.5,5161.4,9805,1.899678381834386
5.0,5189.1,9805,1.88953768476229
5.5,5227.8,9805,1.8755499445273345
6.0,5238.1,9805,1.8718619346709684
6.5,5244.4,9805,1.8696133018076426
7.0,5269.4,9805,1.860743158613884
7.5,5281.4,9805,1.8565153179081306
8.0,5304.2,9805,1.8485351231099885
8.5,5324.6,9805,1.841452879089509
9.0,5343.6,9805,1.8349053072834791
9.5,5369.5,9805,1.8260545674643822
10.0,5374.9,9805,1.8242199854881023
