res,cc_obs,bc_obs,ratio
1.0,3118.5,6761,2.1680295013628346
1.5,3444.2,6761,1.963010278148772
2.0,3517.2,6761,1.9222677129534858
2.5,3565.4,6761,1.8962809221966679
3.0,3604.1,6761,1.875919092145057
3.5,3616.5,6761,1.869487073137011
4.0,3659.0,6761,1.8477726154687073
4.5,3667.1,6761,1.8436912001308936
5.0,3692.1,6761,1.8312071720700958
5.5,3702.6,6761,1.8260141522173607
6.0,3720.7,6761,1.8171311849920715
6.5,3726.3,6761,1.8144003435042804
7.0,3740.4,6761,1.807560688696396
7.5,3745.7,6761,1.805003070187148
8.0,3759.8,6761,1.798233948614288
8.5,3772.2,6761,1.7923227824611634
9.0,3777.2,6761,1.7899502276818808
9.5,3792.9,6761,1.7825410635661367
10.0,3804.9,6761,1.776919235722358
