res,cc_obs,bc_obs,ratio
1.0,38689.7,44070,1.1390628513532026
1.5,43951.1,44070,1.0027052792762867
2.0,45291.7,44070,0.9730259628143788
2.5,45894.1,44070,0.9602541503156179
3.0,46286.5,44070,0.9521134672096616
3.5,46546.7,44070,0.9467910721920136
4.0,46808.2,44070,0.941501702693118
4.5,46999.7,44070,0.9376655595674016
5.0,47139.8,44070,0.9348788072923516
5.5,47302.3,44070,0.9316671705181354
6.0,47424.5,44070,0.9292665183607629
6.5,47588.7,44070,0.9260601781515361
7.0,47706.7,44070,0.9237696172654994
7.5,47774.6,44070,0.9224567029341952
8.0,47827.9,44070,0.9214287058390604
8.5,47951.3,44070,0.9190574603816789
9.0,48043.8,44070,0.9172879747230651
9.5,48070.5,44070,0.9167784816051424
10.0,48130.0,44070,0.915645127778932
