device_id,day,source,target,weight,distance
8824,2019-06-08,9421.0,9064.0,1,[1.21]
9933,2019-06-08,9059.0,9508.0,1,[1.598]
9933,2019-06-08,9508.0,9406.0,1,[1.273]
13155,2019-06-08,8954.0,9011.0,1,[0.651]
13155,2019-06-08,9011.0,9398.0,1,[1.36]
15514,2019-06-09,9113.0,9065.0,1,[0.558]
15514,2019-06-09,9065.0,9045.0,1,[0.549]
15691,2019-06-09,9035.0,9131.0,1,[0.716]
15963,2019-06-08,8994.0,9073.0,1,[0.825]
15963,2019-06-09,8994.0,9045.0,1,[0.551]
16474,2019-06-08,9172.0,9149.0,1,[0.377]
16474,2019-06-08,9149.0,9114.0,1,[0.389]
19619,2019-06-08,9508.0,9366.0,1,[0.851]
19619,2019-06-08,9366.0,9508.0,1,[0.6]
19619,2019-06-09,9508.0,9436.0,1,[0.451]
19619,2019-06-09,9508.0,9344.0,1,[0.673]
19619,2019-06-09,9436.0,9508.0,1,[0.147]
19619,2019-06-09,9344.0,9508.0,1,[0.588]
24421,2019-06-09,8678.0,8268.0,1,[2.904]
31226,2019-06-08,9064.0,7043.0,1,[2.978]
31226,2019-06-08,7043.0,8552.0,1,[2.931]
31226,2019-06-08,8552.0,8948.0,1,[2.64]
31226,2019-06-08,8948.0,8552.0,1,[2.634]
31226,2019-06-09,9064.0,8552.0,1,[1.443]
34932,2019-06-08,8268.0,9031.0,1,[3.947]
34932,2019-06-08,9031.0,8988.0,1,[0.476]
34932,2019-06-08,8988.0,8678.0,1,[1.834]
35768,2019-06-08,9006.0,9128.0,1,[0.75]
38969,2019-06-09,8665.0,9508.0,1,[3.222]
45088,2019-06-08,9689.0,9749.0,1,[0.76]
45377,2019-06-08,9297.0,9127.0,1,[0.56]
46000,2019-06-09,9519.0,8658.0,1,[3.867]
46924,2019-06-08,9072.0,8535.0,1,[1.037]
46924,2019-06-08,8535.0,9689.0,1,[0.187]
47195,2019-06-08,8678.0,9436.0,1,[3.984]
47195,2019-06-09,8969.0,9508.0,1,[2.44]
50787,2019-06-08,9442.0,8967.0,1,[2.241]
52053,2019-06-08,9406.0,9447.0,1,[0.85]
52053,2019-06-08,9406.0,9319.0,1,[0.488]
52053,2019-06-08,9447.0,9172.0,1,[1.429]
52053,2019-06-08,9172.0,9406.0,1,[0.62]
52053,2019-06-08,9319.0,8924.0,1,[1.861]
53725,2019-06-09,9391.0,9398.0,1,[0.206]
53975,2019-06-09,8880.0,9022.0,1,[2.229]
55758,2019-06-08,8946.0,8895.0,1,[0.375]
55758,2019-06-08,8895.0,8678.0,1,[2.114]
55758,2019-06-08,8678.0,9100.0,1,[2.776]
56119,2019-06-09,8749.0,8743.0,1,[0.225]
56119,2019-06-09,8743.0,8980.0,1,[0.289]
61304,2019-06-09,8970.0,9011.0,1,[0.855]
61304,2019-06-09,9011.0,9298.0,1,[1.023]
61304,2019-06-09,9171.0,9150.0,1,[0.313]
63011,2019-06-08,9324.0,9034.0,1,[1.328]
63011,2019-06-08,9034.0,9324.0,1,[1.336]
63475,2019-06-08,9015.0,9060.0,1,[0.72]
66378,2019-06-09,9012.0,8749.0,1,[1.763]
68412,2019-06-09,9074.0,8770.0,1,[1.753]
69722,2019-06-09,9376.0,9436.0,1,[1.046]
69981,2019-06-08,9034.0,9063.0,1,[0.782]
69981,2019-06-08,9063.0,9318.0,1,[0.564]
70099,2019-06-08,8988.0,9104.0,1,[1.282]
70099,2019-06-08,9104.0,8988.0,1,[1.274]
70099,2019-06-09,8986.0,8763.0,1,[0.494]
70613,2019-06-09,8988.0,10550.0,1,[1.929]
70613,2019-06-09,10550.0,9152.0,1,[1.319]
