device_id,day,source,target,weight,distance
382,2019-06-16,10069.0,10135.0,1,[1.128]
442,2019-06-16,9287.0,9114.0,1,[0.485]
872,2019-06-16,10247.0,9996.0,1,[1.721]
872,2019-06-16,9996.0,10011.0,1,[0.519]
872,2019-06-16,10011.0,10042.0,1,[0.593]
872,2019-06-16,10042.0,10879.0,1,[0.558]
872,2019-06-16,10879.0,10917.0,1,[0.828]
982,2019-06-15,11695.0,10914.0,1,[1.822]
982,2019-06-16,10914.0,10877.0,1,[0.536]
982,2019-06-16,10877.0,10914.0,1,[0.536]
1372,2019-06-15,9716.0,8056.0,1,[5.58]
1590,2019-06-16,1911.0,1792.0,1,[0.633]
1969,2019-06-16,9411.0,9041.0,1,[0.853]
1969,2019-06-16,9041.0,8858.0,1,[2.249]
2252,2019-06-16,10580.0,4081.0,1,[10.819]
2706,2019-06-15,6868.0,6634.0,1,[0.356]
2706,2019-06-15,6634.0,8678.0,1,[5.075]
5118,2019-06-16,3394.0,3434.0,1,[0.393]
5474,2019-06-15,10322.0,11250.0,1,[1.039]
6131,2019-06-15,9473.0,9407.0,1,[0.72]
6131,2019-06-15,9407.0,9464.0,1,[0.744]
6131,2019-06-16,10426.0,10429.0,1,[0.758]
6131,2019-06-16,10429.0,10322.0,1,[2.854]
6131,2019-06-16,10322.0,10835.0,1,[3.032]
6131,2019-06-16,10835.0,9497.0,1,[2.297]
6875,2019-06-16,10595.0,9044.0,1,[2.914]
7000,2019-06-15,9171.0,9120.0,1,[0.494]
7000,2019-06-15,9120.0,9202.0,1,[0.635]
7000,2019-06-15,9202.0,11331.0,1,[8.805]
7000,2019-06-15,9202.0,9122.0,1,[0.476]
7000,2019-06-15,11331.0,11871.0,1,[0.32]
7000,2019-06-15,11871.0,9166.0,1,[8.409]
7000,2019-06-15,9166.0,9121.0,1,[0.612]
7000,2019-06-15,9121.0,9202.0,1,[0.567]
7000,2019-06-15,9122.0,9319.0,1,[1.223]
7000,2019-06-15,9319.0,9169.0,1,[0.555]
7000,2019-06-16,9202.0,9090.0,1,[0.211]
7000,2019-06-16,9202.0,9118.0,1,[0.335]
7000,2019-06-16,9090.0,9202.0,1,[0.21]
7000,2019-06-16,9118.0,9202.0,1,[0.333]
7404,2019-06-15,8948.0,9129.0,1,[0.968]
7404,2019-06-15,9129.0,9149.0,1,[0.061]
7598,2019-06-15,9508.0,11097.0,1,[2.253]
7598,2019-06-16,11447.0,11097.0,1,[1.799]
8371,2019-06-15,3015.0,1778.0,1,[2.133]
8371,2019-06-15,1778.0,1783.0,1,[0.115]
9945,2019-06-15,3628.0,3631.0,1,[0.656]
9945,2019-06-15,3631.0,3628.0,1,[0.635]
9945,2019-06-16,9236.0,3628.0,1,[1.249]
10038,2019-06-15,4697.0,3524.0,1,[6.211]
10184,2019-06-15,4058.0,7348.0,1,[18.447]
10184,2019-06-15,7348.0,4058.0,1,[18.435]
10337,2019-06-16,7671.0,9960.0,1,[8.518]
10368,2019-06-16,11029.0,8525.0,1,[5.943]
10368,2019-06-16,8525.0,5632.0,1,[8.562]
10368,2019-06-16,5632.0,11029.0,1,[2.776]
10510,2019-06-15,10660.0,1636.0,1,[15.531]
10620,2019-06-16,11063.0,11648.0,1,[10.893]
10657,2019-06-16,6557.0,2919.0,1,[6.222]
10657,2019-06-16,2919.0,810.0,1,[3.51]
10657,2019-06-16,810.0,2938.0,1,[3.382]
10782,2019-06-15,870.0,725.0,1,[0.538]
10941,2019-06-15,9208.0,8952.0,1,[1.383]
10941,2019-06-15,8952.0,8933.0,1,[0.206]
11434,2019-06-16,5643.0,5299.0,1,[2.043]
11464,2019-06-15,11099.0,9218.0,1,[3.916]
11464,2019-06-15,9218.0,9127.0,1,[1.418]
11464,2019-06-15,9127.0,9218.0,1,[1.413]
