device_id,day,source,target,weight,distance
469,2019-06-29,9115.0,9059.0,1,[0.112]
970,2019-06-30,9302.0,9044.0,1,[1.102]
970,2019-06-30,9044.0,9040.0,1,[0.224]
1833,2019-06-29,9295.0,9436.0,1,[0.724]
1833,2019-06-29,9710.0,9295.0,1,[2.813]
1833,2019-06-30,9295.0,9421.0,1,[1.166]
1833,2019-06-30,9421.0,9022.0,1,[1.28]
1833,2019-06-30,9022.0,9319.0,1,[1.889]
1833,2019-06-30,9319.0,9295.0,1,[0.352]
1969,2019-06-30,9520.0,9443.0,1,[0.379]
3489,2019-06-30,9436.0,9406.0,1,[0.712]
3489,2019-06-30,9406.0,9131.0,1,[0.519]
4864,2019-06-29,8678.0,9006.0,1,[1.94]
6373,2019-06-29,9044.0,9287.0,1,[0.996]
7000,2019-06-29,9421.0,9169.0,1,[1.789]
8787,2019-06-29,9109.0,8418.0,1,[3.05]
9821,2019-06-29,9295.0,9114.0,1,[0.708]
9964,2019-06-30,8678.0,8387.0,1,[0.666]
9964,2019-06-30,9045.0,8678.0,1,[2.234]
9964,2019-06-30,8387.0,7035.0,1,[0.355]
16381,2019-06-30,9059.0,9074.0,1,[0.499]
19495,2019-06-30,8749.0,9150.0,1,[2.049]
19619,2019-06-30,9508.0,9100.0,1,[1.94]
19619,2019-06-30,9100.0,9508.0,1,[1.784]
21648,2019-06-29,9508.0,9006.0,1,[2.495]
21648,2019-06-29,9006.0,8693.0,1,[2.181]
22292,2019-06-29,9318.0,8959.0,1,[1.645]
27896,2019-06-29,9045.0,7003.0,1,[2.967]
31226,2019-06-30,8552.0,9064.0,1,[1.44]
31226,2019-06-30,9064.0,8552.0,1,[1.441]
34932,2019-06-30,8535.0,8268.0,1,[3.798]
38280,2019-06-30,9487.0,9172.0,1,[1.712]
43307,2019-06-30,9135.0,9295.0,1,[0.463]
43307,2019-06-30,9295.0,9044.0,1,[0.931]
43307,2019-06-30,9044.0,9114.0,1,[0.478]
43937,2019-06-30,8678.0,8886.0,1,[1.73]
45377,2019-06-29,9127.0,8758.0,1,[1.228]
45377,2019-06-29,8758.0,9126.0,1,[1.119]
46832,2019-06-29,9166.0,9508.0,1,[1.387]
