device_id,day,source,target,weight,distance
469,2019-06-22,10867.0,9059.0,1,[2.883]
532,2019-06-23,1035.0,8947.0,1,[10.888]
835,2019-06-22,8109.0,8122.0,1,[0.242]
835,2019-06-22,8109.0,8119.0,1,[0.362]
835,2019-06-22,8122.0,8119.0,1,[0.129]
835,2019-06-22,8119.0,8109.0,1,[0.375]
835,2019-06-22,8119.0,3573.0,1,[7.287]
982,2019-06-22,11250.0,11722.0,1,[1.365]
982,2019-06-22,11722.0,10918.0,1,[1.903]
982,2019-06-22,10918.0,10239.0,1,[0.918]
982,2019-06-22,10239.0,10914.0,1,[0.721]
982,2019-06-22,10914.0,6940.0,1,[7.749]
982,2019-06-22,6940.0,8726.0,1,[1.753]
982,2019-06-22,8726.0,10914.0,1,[6.186]
1401,2019-06-22,9348.0,9301.0,1,[0.551]
2178,2019-06-22,9074.0,9405.0,1,[0.508]
2178,2019-06-22,9405.0,7667.0,1,[7.913]
2252,2019-06-23,4081.0,4170.0,1,[1.795]
2252,2019-06-23,4081.0,5705.0,1,[1.84]
2252,2019-06-23,4170.0,4081.0,1,[1.795]
2252,2019-06-23,5705.0,4081.0,1,[1.841]
2528,2019-06-22,3714.0,3997.0,2,"[0.415, 0.511]"
2528,2019-06-22,3997.0,3714.0,2,"[0.415, 0.511]"
3126,2019-06-23,11805.0,11806.0,1,[0.383]
3889,2019-06-23,161.0,6773.0,1,[3.379]
4195,2019-06-22,8542.0,8894.0,1,[3.657]
4937,2019-06-23,9506.0,8588.0,1,[4.758]
4956,2019-06-22,5613.0,11035.0,1,[2.377]
5158,2019-06-22,8736.0,8115.0,1,[1.935]
5274,2019-06-22,9172.0,9428.0,1,[0.921]
5274,2019-06-22,9428.0,9153.0,1,[1.142]
5274,2019-06-22,9153.0,1636.0,1,[16.396]
5474,2019-06-23,11250.0,11249.0,1,[0.026]
5495,2019-06-22,5198.0,3407.0,1,[4.811]
5495,2019-06-22,3407.0,5198.0,1,[4.815]
6022,2019-06-22,10969.0,4819.0,1,[3.575]
6022,2019-06-23,4818.0,3503.0,1,[1.539]
6022,2019-06-23,3503.0,11286.0,1,[7.136]
6022,2019-06-23,11286.0,4805.0,1,[7.676]
7000,2019-06-22,9304.0,9202.0,1,[1.484]
7000,2019-06-22,9202.0,9031.0,1,[2.179]
7000,2019-06-22,9031.0,9034.0,1,[0.177]
7000,2019-06-22,9034.0,9153.0,1,[1.175]
7000,2019-06-23,9202.0,1627.0,1,[14.943]
7167,2019-06-22,8775.0,8912.0,1,[0.267]
7167,2019-06-23,8773.0,8757.0,1,[0.419]
7167,2019-06-23,8757.0,8767.0,1,[0.426]
7167,2019-06-23,8908.0,8993.0,1,[0.997]
7167,2019-06-23,8993.0,9035.0,1,[0.646]
7167,2019-06-23,9035.0,9021.0,1,[0.528]
7167,2019-06-23,9021.0,9003.0,1,[0.575]
7282,2019-06-23,8763.0,9290.0,1,[1.571]
7446,2019-06-22,9045.0,9114.0,1,[0.443]
7598,2019-06-22,11097.0,9340.0,1,[3.257]
7598,2019-06-22,9340.0,10595.0,1,[1.836]
7598,2019-06-22,10595.0,11097.0,1,[2.196]
7598,2019-06-23,11097.0,9508.0,1,[2.256]
7598,2019-06-23,9508.0,11097.0,1,[2.711]
8339,2019-06-22,11494.0,11980.0,1,[1.439]
8885,2019-06-22,11902.0,6985.0,1,[11.901]
8903,2019-06-23,8268.0,8587.0,1,[5.743]
9881,2019-06-22,10843.0,8988.0,1,[3.419]
9926,2019-06-22,9247.0,9359.0,1,[1.228]
9926,2019-06-23,9173.0,9150.0,1,[0.408]
9926,2019-06-23,9150.0,9520.0,1,[2.395]
9926,2019-06-23,9520.0,9247.0,1,[2.871]
9945,2019-06-22,3628.0,3613.0,1,[0.965]
9945,2019-06-22,3613.0,3628.0,1,[0.96]
10038,2019-06-23,4624.0,4697.0,1,[0.579]
10510,2019-06-22,10805.0,9310.0,1,[2.845]
10782,2019-06-23,870.0,717.0,1,[0.939]
10941,2019-06-22,9378.0,9339.0,1,[0.683]
10941,2019-06-22,9339.0,9529.0,1,[1.232]
10941,2019-06-23,5553.0,9528.0,1,[6.37]
10941,2019-06-23,9528.0,9443.0,1,[0.423]
10941,2019-06-23,9443.0,8665.0,1,[3.305]
11044,2019-06-22,11292.0,11310.0,1,[0.4]
11044,2019-06-23,11292.0,11310.0,1,[0.401]
11054,2019-06-23,4054.0,5481.0,1,[10.503]
11140,2019-06-22,12110.0,9795.0,1,[12.103]
11464,2019-06-23,3648.0,9218.0,1,[4.243]
11566,2019-06-22,5381.0,3460.0,1,[5.373]
11566,2019-06-22,3460.0,3421.0,1,[1.542]
11566,2019-06-22,3421.0,1815.0,1,[4.155]
11566,2019-06-22,1815.0,11179.0,1,[11.689]
11566,2019-06-22,11179.0,11220.0,1,[1.524]
11566,2019-06-22,11220.0,3052.0,1,[11.749]
11566,2019-06-22,11220.0,5880.0,1,[2.938]
11566,2019-06-22,3052.0,11220.0,1,[11.775]
11566,2019-06-22,5880.0,11220.0,1,[2.951]
12346,2019-06-23,10854.0,10612.0,1,[1.018]
12358,2019-06-22,10643.0,9035.0,1,[4.301]
12358,2019-06-22,9035.0,9361.0,1,[1.885]
12358,2019-06-22,9361.0,10645.0,1,[2.762]
12358,2019-06-23,10604.0,9074.0,1,[2.532]
12358,2019-06-23,9074.0,8965.0,1,[1.422]
12358,2019-06-23,8965.0,3297.0,1,[4.306]
12358,2019-06-23,3297.0,9194.0,1,[3.099]
12358,2019-06-23,9194.0,9035.0,1,[3.095]
12358,2019-06-23,9035.0,10645.0,1,[4.471]
12477,2019-06-22,6633.0,6845.0,1,[0.611]
12822,2019-06-23,5209.0,8946.0,1,[6.076]
13171,2019-06-22,11465.0,11013.0,1,[2.275]
13457,2019-06-23,2251.0,9208.0,1,[10.86]
13457,2019-06-23,9208.0,9221.0,1,[1.096]
13457,2019-06-23,9221.0,9265.0,1,[0.879]
13457,2019-06-23,9265.0,10789.0,1,[2.267]
14072,2019-06-22,11955.0,11961.0,1,[0.443]
14072,2019-06-23,11480.0,11939.0,1,[1.005]
14182,2019-06-23,6966.0,7655.0,1,[0.852]
14182,2019-06-23,7655.0,6966.0,1,[0.852]
14756,2019-06-22,6680.0,12117.0,1,[16.046]
15155,2019-06-22,7655.0,2179.0,1,[14.593]
15389,2019-06-22,1936.0,1164.0,1,[2.497]
15528,2019-06-22,11062.0,3460.0,1,[5.204]
15528,2019-06-22,3460.0,10802.0,1,[4.995]
15528,2019-06-22,10802.0,10822.0,1,[0.935]
15896,2019-06-23,9898.0,9874.0,1,[0.36]
15963,2019-06-22,9381.0,9127.0,1,[0.973]
15963,2019-06-23,11122.0,9041.0,1,[5.071]
16462,2019-06-23,512.0,3306.0,1,[6.254]
16462,2019-06-23,3306.0,504.0,1,[6.223]
16741,2019-06-22,11735.0,11776.0,1,[1.111]
16741,2019-06-22,11776.0,11760.0,1,[0.245]
16741,2019-06-22,11760.0,11776.0,1,[0.341]
17177,2019-06-22,9006.0,9012.0,1,[0.338]
17177,2019-06-23,3679.0,3115.0,1,[3.495]
17186,2019-06-23,8749.0,3613.0,1,[4.377]
17195,2019-06-23,2783.0,3081.0,1,[1.554]
17608,2019-06-23,3433.0,3126.0,1,[1.27]
18112,2019-06-22,9508.0,11097.0,1,[2.431]
18112,2019-06-22,11097.0,11210.0,1,[2.974]
18112,2019-06-23,11097.0,11210.0,1,[2.974]
18500,2019-06-22,2784.0,8856.0,1,[5.516]
18672,2019-06-22,9035.0,9022.0,1,[0.643]
18672,2019-06-22,9035.0,9149.0,1,[1.311]
18672,2019-06-22,9022.0,9035.0,1,[0.809]
18672,2019-06-22,9149.0,9034.0,1,[1.304]
18672,2019-06-23,9035.0,10623.0,1,[3.057]
18672,2019-06-23,10623.0,9366.0,1,[1.466]
18672,2019-06-23,9366.0,10550.0,1,[0.385]
19619,2019-06-22,9515.0,9508.0,1,[0.603]
19619,2019-06-22,9508.0,9325.0,1,[0.915]
19619,2019-06-22,9325.0,9044.0,1,[1.094]
19619,2019-06-22,9044.0,9508.0,1,[1.501]
19619,2019-06-23,10801.0,10740.0,1,[1.229]
19619,2019-06-23,10740.0,9508.0,1,[1.216]
19619,2019-06-23,9508.0,10551.0,1,[0.485]
19619,2019-06-23,10551.0,9512.0,1,[0.939]
19668,2019-06-22,10572.0,9335.0,1,[0.79]
19668,2019-06-22,9335.0,10572.0,1,[0.785]
19668,2019-06-23,9103.0,10572.0,1,[1.689]
19668,2019-06-23,10572.0,7592.0,1,[9.31]
19754,2019-06-23,8945.0,8921.0,1,[0.636]
19808,2019-06-22,3048.0,2447.0,1,[3.497]
19808,2019-06-22,2447.0,3059.0,1,[2.826]
19808,2019-06-22,3059.0,2447.0,1,[2.822]
20010,2019-06-22,9891.0,9508.0,1,[3.473]
20585,2019-06-22,8749.0,9073.0,1,[1.287]
20585,2019-06-22,9073.0,9131.0,1,[0.57]
20684,2019-06-22,1683.0,1816.0,1,[1.898]
20684,2019-06-22,1816.0,133.0,1,[6.961]
20701,2019-06-23,5464.0,5527.0,1,[0.694]
20715,2019-06-23,3161.0,2745.0,1,[3.152]
21253,2019-06-22,9851.0,9065.0,1,[3.349]
21253,2019-06-22,9065.0,8749.0,1,[1.773]
21253,2019-06-22,8749.0,9531.0,1,[3.461]
21648,2019-06-22,3648.0,6677.0,1,[9.369]
21648,2019-06-23,8678.0,7981.0,1,[3.082]
21648,2019-06-23,7981.0,6677.0,1,[2.232]
21719,2019-06-22,5438.0,9059.0,1,[7.758]
21719,2019-06-22,9059.0,5438.0,1,[7.76]
22117,2019-06-22,3113.0,9508.0,1,[7.863]
22670,2019-06-23,4058.0,5991.0,1,[13.831]
22947,2019-06-22,9172.0,9304.0,1,[0.438]
22947,2019-06-22,9304.0,9172.0,1,[0.438]
22947,2019-06-23,9172.0,9508.0,1,[1.661]
24027,2019-06-22,9439.0,6103.0,1,[10.953]
24843,2019-06-22,3286.0,3287.0,1,[0.131]
24843,2019-06-22,3287.0,6405.0,1,[7.792]
24843,2019-06-22,3287.0,3256.0,1,[0.574]
24843,2019-06-22,6405.0,3287.0,1,[7.821]
24908,2019-06-23,9060.0,9045.0,1,[0.421]
