device_id,day,source,target,weight,distance
1,2019-07-06,8921.0,8955.0,1,[0.542]
1,2019-07-06,8955.0,9105.0,1,[0.674]
1,2019-07-06,9105.0,7880.0,1,[5.392]
167,2019-07-07,9062.0,8325.0,1,[2.655]
469,2019-07-06,8988.0,9059.0,1,[1.042]
469,2019-07-07,8775.0,9059.0,1,[0.874]
835,2019-07-07,8678.0,8119.0,1,[2.101]
982,2019-07-06,10914.0,11722.0,1,[2.044]
982,2019-07-06,10914.0,10239.0,1,[0.851]
982,2019-07-06,10914.0,8680.0,1,[6.711]
982,2019-07-06,11722.0,10914.0,1,[2.048]
982,2019-07-06,10239.0,10914.0,1,[0.839]
2252,2019-07-06,4170.0,4611.0,1,[1.425]
2387,2019-07-06,8766.0,9421.0,1,[2.279]
2387,2019-07-06,9421.0,8766.0,1,[2.291]
2387,2019-07-07,9592.0,8490.0,1,[0.777]
2387,2019-07-07,8490.0,9592.0,1,[0.751]
2528,2019-07-06,3714.0,3997.0,1,[0.528]
2706,2019-07-06,6868.0,8678.0,1,[4.894]
2706,2019-07-06,8678.0,6869.0,1,[4.829]
2877,2019-07-07,3232.0,329.0,1,[6.198]
2877,2019-07-07,329.0,405.0,1,[2.184]
3629,2019-07-06,9691.0,8749.0,1,[2.078]
3629,2019-07-06,8749.0,9062.0,1,[1.554]
3629,2019-07-06,9062.0,9194.0,1,[2.844]
4210,2019-07-06,4308.0,3115.0,1,[5.157]
4746,2019-07-06,9123.0,9169.0,1,[0.247]
4746,2019-07-06,9169.0,10868.0,1,[3.243]
4746,2019-07-06,10868.0,9442.0,1,[1.78]
4746,2019-07-06,9442.0,9155.0,1,[1.601]
4746,2019-07-07,8749.0,9099.0,1,[2.571]
4746,2019-07-07,9099.0,10558.0,1,[1.798]
4746,2019-07-07,10558.0,9152.0,1,[1.648]
4746,2019-07-07,9152.0,9125.0,1,[0.282]
4746,2019-07-07,9152.0,9123.0,1,[0.172]
4746,2019-07-07,9125.0,9152.0,1,[0.254]
5101,2019-07-06,4058.0,3714.0,1,[0.441]
5101,2019-07-07,3708.0,4871.0,1,[1.724]
5495,2019-07-06,11217.0,5198.0,1,[4.544]
7000,2019-07-07,9202.0,9300.0,1,[1.201]
7000,2019-07-07,9300.0,9123.0,1,[0.593]
7000,2019-07-07,9123.0,8974.0,1,[0.638]
7000,2019-07-07,8974.0,9202.0,1,[0.822]
7292,2019-07-07,9170.0,8952.0,1,[1.067]
7869,2019-07-06,667.0,261.0,1,[0.882]
8165,2019-07-07,6081.0,5628.0,1,[3.403]
8863,2019-07-06,8988.0,8662.0,1,[1.113]
8885,2019-07-06,3340.0,8595.0,1,[2.683]
8885,2019-07-06,8595.0,6986.0,1,[2.501]
8885,2019-07-07,8083.0,6986.0,1,[2.018]
8903,2019-07-07,8268.0,10066.0,1,[3.919]
8984,2019-07-07,9527.0,6876.0,1,[9.135]
8984,2019-07-07,6876.0,9527.0,1,[9.152]
9926,2019-07-06,9492.0,9059.0,1,[1.663]
9926,2019-07-06,9059.0,9126.0,1,[0.464]
9926,2019-07-06,9126.0,9173.0,1,[0.608]
9926,2019-07-07,9302.0,9059.0,1,[0.983]
9926,2019-07-07,9059.0,9171.0,1,[1.031]
9945,2019-07-07,3628.0,3620.0,1,[0.631]
10142,2019-07-06,11128.0,9528.0,1,[3.732]
10214,2019-07-06,8923.0,9284.0,1,[1.741]
10510,2019-07-07,10805.0,9310.0,1,[2.84]
10941,2019-07-06,11495.0,11134.0,1,[0.755]
10941,2019-07-06,11134.0,9528.0,1,[3.445]
10941,2019-07-06,9528.0,9218.0,1,[2.561]
10941,2019-07-06,9218.0,3634.0,1,[1.677]
10941,2019-07-06,3634.0,9667.0,1,[7.067]
10941,2019-07-07,8658.0,9146.0,1,[1.74]
10941,2019-07-07,9146.0,9108.0,1,[0.471]
