device_id,day,source,target,weight,distance
1,2019-06-30,9012.0,7880.0,1,[4.771]
469,2019-06-29,9115.0,9059.0,1,[0.112]
835,2019-06-29,8119.0,8109.0,1,[0.35]
835,2019-06-29,8109.0,8122.0,1,[0.272]
835,2019-06-30,8119.0,8109.0,1,[0.395]
835,2019-06-30,8109.0,8119.0,1,[0.392]
970,2019-06-30,8814.0,9302.0,1,[2.891]
970,2019-06-30,9302.0,9044.0,1,[1.102]
970,2019-06-30,9044.0,9040.0,1,[0.224]
982,2019-06-29,10887.0,11250.0,1,[1.228]
982,2019-06-29,11250.0,10274.0,1,[0.786]
982,2019-06-30,5540.0,10914.0,1,[6.52]
982,2019-06-30,10914.0,10239.0,1,[0.803]
982,2019-06-30,10914.0,10887.0,1,[0.493]
982,2019-06-30,10239.0,10914.0,1,[0.801]
982,2019-06-30,10887.0,10914.0,1,[0.491]
1401,2019-06-29,9348.0,11451.0,1,[5.079]
1401,2019-06-29,11451.0,9348.0,1,[5.076]
1833,2019-06-29,9295.0,9371.0,1,[0.68]
1833,2019-06-29,9295.0,9436.0,1,[0.724]
1833,2019-06-29,9371.0,9563.0,1,[1.318]
1833,2019-06-29,9563.0,9549.0,1,[0.594]
1833,2019-06-29,9549.0,10867.0,1,[0.436]
1833,2019-06-29,10867.0,9986.0,1,[1.967]
1833,2019-06-29,9986.0,9710.0,1,[1.352]
1833,2019-06-29,9710.0,9295.0,1,[2.813]
1833,2019-06-30,9295.0,9421.0,1,[1.166]
1833,2019-06-30,9421.0,9022.0,1,[1.28]
1833,2019-06-30,9022.0,9319.0,1,[1.889]
1833,2019-06-30,9319.0,9295.0,1,[0.352]
1969,2019-06-30,9566.0,9520.0,1,[0.693]
1969,2019-06-30,9520.0,9443.0,1,[0.379]
1969,2019-06-30,9443.0,8858.0,1,[3.417]
3148,2019-06-30,9520.0,10627.0,1,[1.781]
3489,2019-06-30,9436.0,9406.0,1,[0.712]
3489,2019-06-30,9406.0,9131.0,1,[0.519]
3889,2019-06-29,84.0,8658.0,1,[12.245]
3889,2019-06-29,8658.0,6774.0,1,[5.401]
4864,2019-06-29,8678.0,9006.0,1,[1.94]
5158,2019-06-30,9413.0,8115.0,1,[4.438]
5495,2019-06-30,3407.0,5877.0,1,[6.985]
6022,2019-06-30,4807.0,4819.0,1,[0.131]
6271,2019-06-29,848.0,11836.0,1,[15.108]
6271,2019-06-29,11836.0,3315.0,1,[9.729]
6271,2019-06-29,3315.0,11331.0,1,[9.641]
6271,2019-06-29,11331.0,11042.0,1,[4.25]
6271,2019-06-29,11042.0,3340.0,1,[5.477]
6271,2019-06-29,3340.0,3048.0,1,[3.96]
6373,2019-06-29,9044.0,9287.0,1,[0.996]
7000,2019-06-29,9421.0,9169.0,1,[1.789]
7000,2019-06-29,9169.0,9118.0,1,[0.735]
7000,2019-06-29,9118.0,9202.0,1,[0.383]
7000,2019-06-30,9276.0,9300.0,1,[0.493]
7000,2019-06-30,9300.0,9202.0,1,[1.115]
7992,2019-06-30,11292.0,8895.0,1,[7.623]
8787,2019-06-29,9224.0,3618.0,1,[1.243]
8787,2019-06-29,3618.0,3632.0,1,[0.2]
8787,2019-06-29,3632.0,9123.0,1,[2.132]
8787,2019-06-29,9123.0,9109.0,1,[0.936]
8787,2019-06-29,9109.0,8418.0,1,[3.05]
9158,2019-06-29,3346.0,3344.0,1,[0.105]
9821,2019-06-29,9295.0,9114.0,1,[0.708]
9821,2019-06-30,9045.0,1627.0,1,[16.982]
9926,2019-06-29,9413.0,3081.0,1,[8.324]
9926,2019-06-29,3081.0,1690.0,1,[2.325]
9926,2019-06-29,1690.0,9060.0,1,[10.202]
9926,2019-06-30,9290.0,9247.0,1,[1.975]
9926,2019-06-30,9247.0,9495.0,1,[2.763]
9945,2019-06-29,3633.0,10802.0,1,[2.799]
9945,2019-06-29,10802.0,3628.0,1,[2.933]
9945,2019-06-30,10802.0,3628.0,1,[2.935]
