device_id,day,source,target,weight,distance
2157,2019-07-13,9031.0,9316.0,1,[1.427]
2157,2019-07-13,9316.0,9114.0,1,[0.763]
4222,2019-07-13,9022.0,8535.0,1,[0.448]
4222,2019-07-13,8535.0,9388.0,1,[0.796]
4222,2019-07-13,9388.0,9689.0,1,[1.182]
4222,2019-07-14,9340.0,9007.0,1,[1.594]
4222,2019-07-14,9007.0,9439.0,1,[2.103]
6131,2019-07-13,9687.0,9697.0,1,[0.506]
6131,2019-07-13,9697.0,9074.0,1,[1.138]
6131,2019-07-13,9074.0,9473.0,1,[0.997]
6131,2019-07-14,9319.0,9464.0,1,[1.124]
7000,2019-07-13,9150.0,9304.0,1,[0.761]
7000,2019-07-13,9304.0,9152.0,1,[0.764]
7000,2019-07-14,9034.0,9041.0,1,[0.577]
7000,2019-07-14,8775.0,9166.0,1,[1.211]
12051,2019-07-13,8525.0,8498.0,1,[0.566]
12358,2019-07-13,9035.0,8769.0,1,[1.015]
17177,2019-07-13,9491.0,8908.0,1,[3.197]
18110,2019-07-14,8988.0,9034.0,1,[0.682]
18110,2019-07-14,9034.0,9048.0,1,[0.675]
18420,2019-07-13,9059.0,9064.0,1,[0.249]
18420,2019-07-14,9135.0,9102.0,1,[0.52]
18420,2019-07-14,9102.0,9059.0,1,[0.814]
19619,2019-07-13,9340.0,9044.0,1,[1.202]
19619,2019-07-13,9044.0,9040.0,1,[0.21]
19619,2019-07-13,9040.0,9508.0,1,[2.243]
19619,2019-07-14,9508.0,9337.0,1,[0.723]
19619,2019-07-14,9337.0,9375.0,1,[0.53]
24843,2019-07-13,8890.0,9508.0,1,[3.012]
24843,2019-07-13,9508.0,8678.0,1,[3.889]
25393,2019-07-14,9382.0,8508.0,1,[1.556]
25393,2019-07-14,8508.0,9062.0,1,[1.412]
28724,2019-07-13,9034.0,9407.0,1,[0.805]
28724,2019-07-13,9407.0,9059.0,1,[0.495]
29738,2019-07-13,8994.0,8763.0,1,[0.517]
29738,2019-07-13,8763.0,8988.0,1,[0.423]
29738,2019-07-13,8988.0,9290.0,1,[1.194]
31306,2019-07-13,8921.0,9320.0,1,[1.816]
31306,2019-07-13,9320.0,8951.0,1,[1.526]
31569,2019-07-14,8925.0,8923.0,1,[0.265]
34310,2019-07-14,8678.0,8381.0,1,[1.428]
34310,2019-07-14,8381.0,8895.0,1,[3.203]
35937,2019-07-14,9439.0,9520.0,1,[0.798]
35937,2019-07-14,9520.0,9436.0,1,[0.872]
36670,2019-07-14,9034.0,8768.0,1,[0.938]
36670,2019-07-14,8768.0,9034.0,1,[0.98]
36794,2019-07-14,9421.0,9473.0,1,[0.487]
