device_id,day,source,target,weight,distance
532,2019-07-14,9508.0,8933.0,1,[2.92]
872,2019-07-14,10911.0,10247.0,1,[0.01]
982,2019-07-13,10887.0,11250.0,1,[1.222]
982,2019-07-13,11250.0,10914.0,1,[0.804]
982,2019-07-13,10914.0,11113.0,1,[2.056]
982,2019-07-13,11113.0,10914.0,1,[2.056]
1054,2019-07-14,3524.0,3597.0,1,[1.737]
2157,2019-07-13,9031.0,9316.0,1,[1.427]
2157,2019-07-13,9316.0,9114.0,1,[0.763]
2157,2019-07-14,9127.0,1627.0,1,[16.354]
3148,2019-07-14,1637.0,1789.0,1,[6.94]
3148,2019-07-14,1789.0,10627.0,1,[10.473]
4222,2019-07-13,9326.0,9022.0,1,[2.242]
4222,2019-07-13,9326.0,9336.0,1,[0.39]
4222,2019-07-13,9022.0,8535.0,1,[0.448]
4222,2019-07-13,8535.0,9388.0,1,[0.796]
4222,2019-07-13,9388.0,9689.0,1,[1.182]
4222,2019-07-13,9689.0,9326.0,1,[2.85]
4222,2019-07-13,9336.0,9326.0,1,[0.412]
4222,2019-07-14,9413.0,9326.0,1,[0.812]
4222,2019-07-14,9326.0,9371.0,1,[0.503]
4222,2019-07-14,9326.0,9340.0,1,[0.467]
4222,2019-07-14,9371.0,10571.0,1,[0.495]
4222,2019-07-14,10571.0,9326.0,1,[0.825]
4222,2019-07-14,9340.0,9007.0,1,[1.594]
4222,2019-07-14,9340.0,9326.0,1,[0.479]
4222,2019-07-14,9007.0,9439.0,1,[2.103]
4222,2019-07-14,9439.0,10878.0,1,[2.537]
4222,2019-07-14,10878.0,10913.0,1,[0.859]
4222,2019-07-14,10913.0,11264.0,1,[0.591]
4222,2019-07-14,11264.0,9340.0,1,[4.089]
4746,2019-07-13,9152.0,9118.0,1,[0.525]
4746,2019-07-14,3273.0,8896.0,1,[1.845]
4746,2019-07-14,8896.0,9125.0,1,[1.854]
4746,2019-07-14,9125.0,9155.0,1,[0.197]
5474,2019-07-14,10322.0,11250.0,1,[1.01]
5495,2019-07-13,3407.0,5198.0,1,[4.813]
6131,2019-07-13,9687.0,9697.0,1,[0.506]
6131,2019-07-13,9697.0,9074.0,1,[1.138]
6131,2019-07-13,9074.0,9473.0,1,[0.997]
6131,2019-07-14,10594.0,9319.0,1,[2.084]
6131,2019-07-14,9319.0,9464.0,1,[1.124]
7000,2019-07-13,9290.0,9155.0,1,[1.078]
7000,2019-07-13,9155.0,9202.0,1,[0.737]
7000,2019-07-13,9202.0,9150.0,1,[0.917]
7000,2019-07-13,9150.0,9304.0,1,[0.761]
7000,2019-07-13,9304.0,9152.0,1,[0.764]
7000,2019-07-13,9152.0,9118.0,1,[0.727]
7000,2019-07-14,9202.0,9034.0,1,[2.29]
7000,2019-07-14,9202.0,8775.0,1,[1.684]
7000,2019-07-14,9034.0,9041.0,1,[0.577]
