res,cc_obs,bc_obs,ratio
1.0,2160.1,3621,1.676311281885098
1.5,2380.7,3621,1.5209812240097451
2.0,2472.1,3621,1.4647465717406254
2.5,2535.6,3621,1.428064363464269
3.0,2577.3,3621,1.4049586776859504
3.5,2624.3,3621,1.3797965171664823
4.0,2644.7,3621,1.3691534011419066
4.5,2668.3,3621,1.357043810665967
5.0,2690.6,3621,1.3457964766223147
5.5,2714.0,3621,1.334193072955048
6.0,2732.0,3621,1.325402635431918
6.5,2740.8,3621,1.3211471103327495
7.0,2763.4,3621,1.3103423319099659
7.5,2776.3,3621,1.3042538630551452
8.0,2788.0,3621,1.298780487804878
8.5,2792.9,3621,1.2965018439614737
9.0,2804.4,3621,1.2911852802738553
9.5,2819.8,3621,1.2841336264983332
10.0,2837.7,3621,1.276033407336928
