res,cc_obs,bc_obs,ratio
1.0,20445.1,38095,1.863282644741283
1.5,23213.0,38095,1.6411062766553224
2.0,24051.3,38095,1.5839060674474976
2.5,24497.0,38095,1.5550883781687554
3.0,24827.5,38095,1.5343872721780285
3.5,25038.8,38095,1.5214387270955478
4.0,25192.8,38095,1.512138388745991
4.5,25282.9,38095,1.506749621285533
5.0,25427.4,38095,1.4981869951312363
5.5,25546.1,38095,1.4912256665400982
6.0,25654.4,38095,1.484930460271922
6.5,25721.5,38095,1.4810567035359523
7.0,25818.8,38095,1.4754752351000047
7.5,25911.2,38095,1.4702136527833523
8.0,25970.6,38095,1.4668509776439513
8.5,26024.4,38095,1.4638185702648283
9.0,26164.8,38095,1.4559637375405126
9.5,26182.7,38095,1.4549683569685326
10.0,26297.4,38095,1.448622297261326
