res,cc_obs,bc_obs,ratio
1.0,9782.1,21724,2.220791036689463
1.5,11511.3,21724,1.8871891098312095
2.0,11949.5,21724,1.817984016067618
2.5,12184.2,21724,1.7829648232957436
3.0,12378.1,21724,1.7550351023178032
3.5,12535.3,21724,1.7330259347602373
4.0,12634.7,21724,1.7193918336011143
4.5,12741.9,21724,1.704926266883275
5.0,12839.5,21724,1.6919661980606722
5.5,12898.7,21724,1.6842007334072424
6.0,12956.4,21724,1.676700317989565
6.5,13019.7,21724,1.6685484304553868
7.0,13098.9,21724,1.6584598706761637
7.5,13127.1,21724,1.6548971212225092
8.0,13169.7,21724,1.649544029097094
8.5,13198.8,21724,1.6459072036851836
9.0,13238.4,21724,1.6409838046893885
9.5,13287.5,21724,1.634920037629351
10.0,13339.6,21724,1.6285345887432907
