res,cc_obs,bc_obs,ratio
1.0,186.9,336,1.797752808988764
1.5,199.5,336,1.6842105263157894
2.0,207.3,336,1.6208393632416787
2.5,212.4,336,1.5819209039548021
3.0,219.2,336,1.5328467153284673
3.5,223.4,336,1.504028648164727
4.0,227.4,336,1.4775725593667546
4.5,224.8,336,1.494661921708185
5.0,229.3,336,1.4653292629742694
5.5,229.8,336,1.4621409921671018
6.0,229.6,336,1.4634146341463414
6.5,229.5,336,1.4640522875816993
7.0,229.2,336,1.4659685863874345
7.5,229.2,336,1.4659685863874345
8.0,231.2,336,1.453287197231834
8.5,230.1,336,1.4602346805736637
9.0,232.9,336,1.442679261485616
9.5,233.5,336,1.4389721627408993
10.0,233.7,336,1.4377406931964056
