res,cc_obs,bc_obs,ratio
1.0,2091.1,3344,1.5991583377169911
1.5,2243.4,3344,1.4905946331461175
2.0,2318.5,3344,1.442311839551434
2.5,2388.9,3344,1.39980744275608
3.0,2435.7,3344,1.3729112780720123
3.5,2447.9,3344,1.3660688753625556
4.0,2479.4,3344,1.3487133984028394
4.5,2514.5,3344,1.3298866573871546
5.0,2530.5,3344,1.3214779687808733
5.5,2546.1,3344,1.3133812497545265
6.0,2557.2,3344,1.3076802753011108
6.5,2571.0,3344,1.3006612213146636
7.0,2578.7,3344,1.2967774459999226
7.5,2578.9,3344,1.2966768777385707
8.0,2589.2,3344,1.2915186157886607
8.5,2590.1,3344,1.29106984286321
9.0,2601.2,3344,1.2855605105335999
9.5,2602.1,3344,1.2851158679528074
10.0,2619.5,3344,1.2765794999045619
