res,cc_obs,bc_obs,ratio
1.0,255.9,392,1.5318483782727628
1.5,269.6,392,1.4540059347181007
2.0,278.2,392,1.4090582314881381
2.5,285.6,392,1.372549019607843
3.0,289.0,392,1.356401384083045
3.5,285.8,392,1.371588523442967
4.0,287.5,392,1.3634782608695653
4.5,295.4,392,1.3270142180094788
5.0,294.3,392,1.3319741760108732
5.5,299.2,392,1.3101604278074868
6.0,299.5,392,1.308848080133556
6.5,302.9,392,1.2941564872895346
7.0,303.1,392,1.2933025404157044
7.5,301.9,392,1.2984431931103015
8.0,303.1,392,1.2933025404157044
8.5,301.9,392,1.2984431931103015
9.0,303.4,392,1.2920237310481213
9.5,301.3,392,1.3010288748755392
10.0,304.2,392,1.2886259040105195
