res,cc_obs,bc_obs,ratio
1.0,376.4,614,1.6312433581296495
1.5,421.7,614,1.4560113824994072
2.0,427.5,614,1.4362573099415206
2.5,434.6,614,1.412793373216751
3.0,451.4,614,1.3602126716880816
3.5,468.1,614,1.3116855372783593
4.0,476.4,614,1.288832913518052
4.5,477.0,614,1.2872117400419287
5.0,481.1,614,1.2762419455414673
5.5,481.4,614,1.2754466140423764
6.0,485.4,614,1.2649361351462711
6.5,489.5,614,1.254341164453524
7.0,490.4,614,1.2520391517128875
7.5,491.6,614,1.2489829129373473
8.0,491.9,614,1.2482211831673105
8.5,494.7,614,1.2411562563169598
9.0,492.6,614,1.2464474218432804
9.5,493.2,614,1.2449310624493106
10.0,495.0,614,1.2404040404040404
