res,cc_obs,bc_obs,ratio
1.0,220.1,372,1.6901408450704225
1.5,241.4,372,1.5410107705053853
2.0,240.0,372,1.55
2.5,246.3,372,1.510353227771011
3.0,248.4,372,1.497584541062802
3.5,250.6,372,1.4844373503591382
4.0,257.2,372,1.4463452566096424
4.5,260.6,372,1.427475057559478
5.0,261.6,372,1.4220183486238531
5.5,263.0,372,1.414448669201521
6.0,267.0,372,1.3932584269662922
6.5,267.8,372,1.389096340552651
7.0,266.9,372,1.3937804421131512
7.5,266.5,372,1.3958724202626642
8.0,266.9,372,1.3937804421131512
8.5,268.9,372,1.3834139085161772
9.0,268.2,372,1.3870246085011186
9.5,269.0,372,1.3828996282527881
10.0,270.3,372,1.3762486126526081
