res,cc_obs,bc_obs,ratio
1.0,157.1,242,1.5404201145767027
1.5,178.8,242,1.3534675615212528
2.0,189.7,242,1.2756984712704271
2.5,197.2,242,1.2271805273833671
3.0,202.7,242,1.1938825851011348
3.5,203.7,242,1.1880216003927344
4.0,207.5,242,1.1662650602409639
4.5,215.0,242,1.1255813953488372
5.0,216.3,242,1.1188164586222837
5.5,217.4,242,1.1131554737810487
6.0,218.4,242,1.1080586080586081
6.5,218.7,242,1.106538637402835
7.0,220.2,242,1.0990009082652135
7.5,220.1,242,1.0995002271694685
8.0,220.1,242,1.0995002271694685
8.5,219.9,242,1.10050022737608
9.0,220.3,242,1.0985020426690875
9.5,221.2,242,1.0940325497287524
10.0,221.1,242,1.0945273631840797
